Anno;ateco_2007_2cifre;descrizione_ateco_impr_2007_2cifre;ateco_2007_5cifre;descr_ateco_impr_2007_5cifre;N. imprese;N. unità locali;N.addetti_imp;N.addetti_ul
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20420;Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili;98;103;2359,64;926,55
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20520;Fabbricazione di colle;4;4;151;51,19
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20530;Fabbricazione di oli essenziali;10;10;94,75;38,5
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20591;Fabbricazione di prodotti chimici per uso fotografico;2;2;2,92;2,14
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20592;Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali;11;11;160,08;98,03
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20593;Trattamento chimico degli acidi grassi;2;2;32,84;2,69
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20594;Fabbricazione di prodotti chimici vari per uso industriale (compresi i preparati antidetonanti e antigelo);47;47;1210,35;287,41
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20595;Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale;4;4;25,08;24,08
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20596;Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio;9;9;169,41;62,67
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20597;Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici;3;3;323;148
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20599;Fabbricazione di altri prodotti chimici nca;6;6;55,75;7,88
2009;20;FABBRICAZIONE DI PRODOTTI CHIMICI;20600;Fabbricazione di fibre sintetiche e artificiali;7;7;823,33;88,07
2009;21;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI;21100;Fabbricazione di prodotti farmaceutici di base;24;25;2703,16;549,21
2009;21;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI;21200;Fabbricazione di medicinali e preparati farmaceutici;75;80;12406,84;5810,71
2009;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22111;Fabbricazione di pneumatici e di camere d'aria;2;3;3091;1017,96
2009;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22112;Rigenerazione e ricostruzione di pneumatici;1;1;1;1
2009;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22190;Fabbricazione di altri prodotti in gomma;42;44;1812,42;452,54
2009;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22210;Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche;31;31;701,5;91,7
2009;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22220;Fabbricazione di imballaggi in materie plastiche;48;49;3131,32;309,45
2009;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22230;Fabbricazione di articoli in plastica per l'edilizia;19;19;677,25;90,58
2009;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE;22290;Fabbricazione di altri articoli in materie plastiche;158;160;2809,23;710,61
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23110;Fabbricazione di vetro piano;1;1;385;11,76
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23120;Lavorazione e trasformazione del vetro piano;40;41;516,09;216,54
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23130;Fabbricazione di vetro cavo;7;7;1515,75;169,38
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23140;Fabbricazione di fibre di vetro;1;1;2;2
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23191;Fabbricazione di vetrerie per laboratori, per uso igienico, per farmacia;1;1;3;1
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23192;Lavorazione di vetro a mano e a soffio artistico;14;15;226,08;24,4
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23199;Fabbricazione di altri prodotti in vetro compresa la vetreria tecnica;10;10;72,33;26,84
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23200;Fabbricazione di prodotti refrattari;8;8;854,92;23,52
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23310;Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti;3;3;1067,92;4,94
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23320;Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta;5;5;55;21,96
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23410;Fabbricazione di prodotti in ceramica per usi domestici e ornamentali;10;10;39;19,45
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23420;Fabbricazione di articoli sanitari in ceramica;5;5;2014;14,08
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23430;Fabbricazione di isolatori e di pezzi isolanti in ceramica;2;2;79,09;12,87
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23440;Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale;2;2;23,58;11,83
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23490;Fabbricazione di altri prodotti in ceramica;4;4;17,75;17,75
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23510;Produzione di cemento;5;5;4499,67;91,17
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23610;Fabbricazione di prodotti in calcestruzzo per l'edilizia;20;20;587,92;131,65
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23620;Fabbricazione di prodotti in gesso per l'edilizia;5;5;519;56
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23630;Produzione di calcestruzzo pronto per l'uso;6;10;1704;39,74
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23640;Produzione di malta;3;3;133;9,16
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23650;Fabbricazione di prodotti in fibrocemento;1;1;103;3,32
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23690;Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento;6;6;75,83;74,33
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23701;Segagione e lavorazione delle pietre e del marmo;29;29;252,69;82,83
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23702;Lavorazione artistica del marmo e di altre pietre affini, lavori in mosaico;35;36;245,33;78,47
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23703;Frantumazione di pietre e minerali vari fuori della cava;5;5;55,67;18,38
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23910;Produzione di prodotti abrasivi;14;14;139;63,26
2009;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23990;Fabbricazione di altri prodotti in minerali non metalliferi nca;21;22;605,18;135,47
2009;24;METALLURGIA;24100;Siderurgia - Fabbricazione di ferro, acciaio e ferroleghe;20;20;17489,49;219,64
2009;24;METALLURGIA;24201;Fabbricazione di tubi e condotti senza saldatura;5;5;145;15,28
2009;24;METALLURGIA;24202;Fabbricazione di tubi e condotti saldati e simili;8;8;233,74;58,41
2009;24;METALLURGIA;24320;Laminazione a freddo di nastri;5;5;210,92;126,19
2009;24;METALLURGIA;24330;Profilatura mediante formatura o piegatura a freddo;9;10;168,58;68,8
2009;24;METALLURGIA;24340;Trafilatura a freddo;9;9;289,74;90,65
2009;24;METALLURGIA;24410;Produzione di metalli preziosi e semilavorati;7;7;27,33;25,28
2009;24;METALLURGIA;24420;Produzione di alluminio e semilavorati;25;25;381,49;87,06
2009;24;METALLURGIA;24430;Produzione di piombo, zinco e stagno e semilavorati;1;1;3;3
2009;24;METALLURGIA;24440;Produzione di rame e semilavorati;9;9;1815,33;93,85
2009;24;METALLURGIA;24450;Produzione di altri metalli non ferrosi e semilavorati;3;3;14,92;13
2009;24;METALLURGIA;24510;Fusione di ghisa e produzione di tubi e raccordi in ghisa;7;7;252,66;85,73
2009;24;METALLURGIA;24530;Fusione di metalli leggeri;14;14;215,85;77,84
2009;24;METALLURGIA;24540;Fusione di altri metalli non ferrosi;14;15;212,25;93,81
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25110;Fabbricazione di strutture metalliche e parti assemblate di strutture;137;140;2522,7;792,09
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25121;Fabbricazione di porte, finestre e loro telai, imposte e cancelli metallici;107;109;863,33;361,95
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25122;Fabbricazione di strutture metalliche per tende da sole, tende alla veneziana e simili;26;26;84,91;70,53
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25210;Fabbricazione di radiatori e contenitori in metallo per caldaie per il riscaldamento centrale;3;3;4;3,14
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25290;Fabbricazione di cisterne, serbatoi e contenitori in metallo per impieghi di stoccaggio o di produzione;12;12;202,41;141,4
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25300;Fabbricazione di generatori di vapore, esclusi i contenitori in metallo per caldaie per il riscaldamento centrale ad acqua calda;11;11;308,09;234,13
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25400;Fabbricazione di armi e munizioni;5;5;931,41;9,9
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25500;"Fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri";33;33;796,58;274,22
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25610;Trattamento e rivestimento dei metalli;91;92;882,25;398,89
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25620;Lavori di meccanica generale;244;246;2260,6;976,23
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25710;Fabbricazione di articoli di coltelleria, posateria ed armi bianche;6;6;269,08;257,37
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25720;Fabbricazione di serrature e cerniere e ferramenta simili;7;7;185,08;30,83
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25731;"Fabbricazione di utensileria ad azionamento manuale; parti intercambiabili per macchine utensili";56;56;1411,41;421,1
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25732;Fabbricazione di stampi, portastampi, sagome, forme per macchine;31;31;310,75;104,08
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25910;Fabbricazione di bidoni in acciaio e contenitori analoghi per il trasporto e l'imballaggio;4;4;49,92;28,43
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25920;Fabbricazione di imballaggi leggeri in metallo;3;3;290;9,83
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25931;Fabbricazione di prodotti fabbricati con fili metallici;19;19;332,76;130,81
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25932;Fabbricazione di molle;9;9;137,74;56,78
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25933;Fabbricazione di catene fucinate senza saldatura e stampate;1;1;2;2
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25940;Fabbricazione di articoli di bulloneria;13;13;321,24;99,99
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25991;Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno;8;8;432,08;17,17
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25992;Fabbricazione di casseforti, forzieri porte metalliche blindate;12;13;86,59;41,95
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25993;Fabbricazione di oggetti in ferro, in rame ed altri metalli;88;88;295,66;187,33
2009;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25999;Fabbricazione di altri articoli metallici e minuteria metallica;106;106;1044,38;446,84
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26110;Fabbricazione di componenti elettronici;44;45;342,33;206,63
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26120;Fabbricazione di schede elettroniche assemblate;27;27;197,07;78,37
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26200;Fabbricazione di computer e unità periferiche;26;28;798,92;224,37
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26301;Fabbricazione di apparecchi trasmittenti radiotelevisivi, comprese le telecamere;12;12;123,17;61,79
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26302;Fabbricazione di apparecchi elettrici ed elettronici per telecomunicazioni;61;63;5178,05;890,21
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26400;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini;11;11;432;44,48
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26511;Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia;10;10;3009,5;195,26
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26512;Fabbricazione di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di precisione, di apparecchi di misura e regolazione (comprese parti staccate e accessori);63;64;1052,39;440,27
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26520;Fabbricazione di orologi;9;9;413,75;64,67
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26600;Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche;47;48;2957,75;806,13
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26701;Fabbricazione di elementi ottici e strumenti ottici di misura, controllo e precisione;6;6;55,17;26,44
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26702;Fabbricazione di apparecchiature fotografiche e cinematografiche;7;7;200,59;104
2009;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26800;Fabbricazione di supporti magnetici ed ottici;5;5;29,5;7,46
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27110;Fabbricazione di motori, generatori e trasformatori elettrici;54;55;1604,28;411,85
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27120;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità;52;53;5176,34;983,72
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27200;Fabbricazione di batterie di pile ed accumulatori elettrici;3;3;39;20,39
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27310;Fabbricazione di cavi a fibra ottica;3;4;288,83;285,81
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27320;Fabbricazione di altri fili e cavi elettrici ed elettronici;11;11;1519,42;337,73
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27330;Fabbricazione di attrezzature per cablaggio;18;18;553,5;86,82
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27400;Fabbricazione di apparecchiature per illuminazione;74;83;3466,86;518,74
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27510;Fabbricazione di elettrodomestici;17;17;5331,82;113,19
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27520;Fabbricazione di apparecchi per uso domestico non elettrici;3;3;44,09;21,07
2009;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27900;Fabbricazione di altre apparecchiature elettriche;131;132;1464,78;635,13
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28111;Fabbricazione di motori a combustione interna, compresi parti e accessori (esclusi i motori destinati ai mezzi di trasporto su strada e ad aeromobili);4;4;1539,17;7,54
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28112;Fabbricazione di turbine e turboalternatori (compresi parti e accessori);12;12;3257,01;93,51
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28120;Fabbricazione di apparecchiature fluidodinamiche;14;15;1076;327,26
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28130;Fabbricazione di altre pompe e compressori;12;12;446,41;78,7
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28140;Fabbricazione di altri rubinetti e valvole;36;37;1776,67;243,07
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28151;Fabbricazione di organi di trasmissione (esclusi quelli idraulici e quelli per autoveicoli, aeromobili e motocicli);22;23;492,91;178,11
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28152;Fabbricazione di cuscinetti a sfere;4;4;2892,34;24,99
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28211;Fabbricazione di forni, fornaci e bruciatori;15;15;84,59;46,07
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28212;Fabbricazione di caldaie per riscaldamento;7;7;40,26;22,9
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28220;Fabbricazione di macchine e apparecchi di sollevamento e movimentazione;43;43;1326,07;376,94
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28230;Fabbricazione di macchine ed attrezzature per ufficio (esclusi computer e unità periferiche);8;9;39,5;38,5
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28240;Fabbricazione di utensili portatili a motore;3;3;106;11,98
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28250;"Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi";49;50;1124,83;269,68
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28291;Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (compresi parti staccate e accessori);5;6;131,58;95,48
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28292;Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (compresi parti e accessori);47;49;2385,9;776,45
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28293;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (compresi parti e accessori);26;26;623,23;196,81
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28299;Fabbricazione di macchine di impiego generale ed altro materiale meccanico nca;77;80;1455,25;596,5
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28309;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;5;5;78,08;9,6
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28410;Fabbricazione di macchine utensili per la formatura dei metalli (compresi parti e accessori ed escluse le parti intercambiabili);15;15;323,49;72,87
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28490;Fabbricazione di altre macchine utensili (compresi parti e accessori);33;34;333,66;174,01
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28910;Fabbricazione di macchine per la metallurgia (compresi parti e accessori);33;33;1007,58;329,52
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28920;Fabbricazione di macchine da miniera, cava e cantiere (compresi parti e accessori);23;24;351,41;138,77
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28930;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (compresi parti e accessori);39;40;507,68;135,89
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28941;Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessili, di macchine per cucire e per maglieria (compresi parti e accessori);22;22;109,08;48,99
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28942;Fabbricazione di macchine e apparecchi per l'industria delle pelli, del cuoio e delle calzature (compresi parti e accessori);1;1;22;22
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28943;Fabbricazione di apparecchiature e di macchine per lavanderie e stirerie (compresi parti e accessori);10;10;83,5;47,18
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28950;Fabbricazione di macchine per l'industria della carta e del cartone (compresi parti e accessori);8;8;166,66;19,68
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28960;Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (compresi parti e accessori);25;27;337,99;108,73
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28991;Fabbricazione di macchine per la stampa e la legatoria (compresi parti e accessori);19;19;158,34;80,19
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28992;Fabbricazione di robot industriali per usi molteplici (compresi parti e accessori);11;11;85,67;34,97
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28993;Fabbricazione di apparecchi per istituti di bellezza e centri di benessere;5;5;13,84;13,84
2009;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28999;Fabbricazione di altre macchine per impieghi speciali nca (compresi parti e accessori);21;21;225,26;57,31
2009;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29100;Fabbricazione di autoveicoli;2;2;23380;6,01
2009;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29200;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi;8;8;212,5;30,74
2009;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29310;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori;6;6;33,42;11,42
2009;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29320;Fabbricazione di altre parti ed accessori per autoveicoli e loro motori;29;30;733,68;380,79
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30110;Cantieri navali per costruzioni metalliche e non metalliche;12;13;150,42;108,64
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30120;Costruzione di imbarcazioni da diporto e sportive;27;27;265,83;73,32
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30200;Costruzione di materiale rotabile ferroviario, tranviario, filoviario, per metropolitane e per miniere;5;5;853;132,68
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30300;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi;6;6;512,17;254,11
