Anno;ateco_2007_2cifre;descrizione_ateco_impr_2007_2cifre;ateco_2007_5cifre;descr_ateco_impr_2007_5cifre;N. imprese;N. unità locali;N.addetti_imp;N.addetti_ul
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30911;Fabbricazione di motocicli e motoveicoli (compresi i motori);5;5;42,91;6,32
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30912;Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori;6;6;37;27,78
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30921;Fabbricazione e montaggio di biciclette (compresi parti e accessori);6;6;15,75;7,64
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30922;Fabbricazione di parti ed accessori per biciclette;3;3;16,5;3,43
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30923;Fabbricazione di veicoli per invalidi (compresi parti e accessori);1;1;3,17;0,92
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30924;Fabbricazione di carrozzine e passeggini per neonati;1;1;1;1
2009;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30990;Fabbricazione di veicoli a trazione manuale o animale;2;2;4;2,47
2009;31;FABBRICAZIONE DI MOBILI;31012;Fabbricazione di altri mobili per ufficio e negozi;42;43;3204,1;285,24
2009;31;FABBRICAZIONE DI MOBILI;31020;Fabbricazione di mobili per cucina;10;13;328,92;88,2
2009;31;FABBRICAZIONE DI MOBILI;31030;Fabbricazione di materassi;6;6;18,92;15,01
2009;31;FABBRICAZIONE DI MOBILI;31091;Fabbricazione di mobili per arredo domestico;68;69;1082,93;197,58
2009;31;FABBRICAZIONE DI MOBILI;31092;Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi);8;8;247,84;14,92
2009;31;FABBRICAZIONE DI MOBILI;31093;Fabbricazione di poltrone e divani;39;39;4482,66;176,6
2009;31;FABBRICAZIONE DI MOBILI;31094;Fabbricazione di parti e accessori di mobili;38;38;217,91;94,36
2009;31;FABBRICAZIONE DI MOBILI;31095;Finitura di mobili;12;12;30,92;15,54
2009;31;FABBRICAZIONE DI MOBILI;31099;Fabbricazione di altri mobili compresi quelli per arredo esterno;24;25;328,07;99,54
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32110;Coniazione di monete;6;6;63,25;40,4
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32121;Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi;297;311;2253,58;1340,84
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32122;Lavorazione di pietre preziose e semipreziose per gioielleria e per uso industriale;59;59;114,92;80,26
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32130;Fabbricazione di bigiotteria e articoli simili;118;119;290,57;269,85
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32200;Fabbricazione di strumenti musicali, compresi parti e accessori;17;17;25;25
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32300;Fabbricazione di articoli sportivi;14;14;114,75;64,17
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32401;Fabbricazione di giochi, compresi i giochi elettronici;18;18;124,92;72,07
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32402;Fabbricazione di giocattoli, compresi i tricicli e gli strumenti musicali giocattolo;8;8;144,34;21,24
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32501;Fabbricazione di mobili per uso medico, apparecchi medicali per diagnosi, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria (compresi parti staccate e accessori);19;20;328,25;244,91
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32502;Fabbricazione di protesi dentarie (compresa riparazione);558;566;1272,35;1214,1
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32503;Fabbricazione di protesi ortopediche, altre protesi ed ausili (compresa riparazione);24;25;505,91;95,08
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32504;Fabbricazione di lenti oftalmiche;3;4;302;274,14
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32505;"Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni";14;15;11202,91;47,67
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32910;Fabbricazione di scope e spazzole;2;2;37;3,58
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32991;Fabbricazione di attrezzature ed articoli di vestiario protettivi di sicurezza;9;9;88,12;27,94
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32992;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini;18;18;252,75;95,05
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32993;Fabbricazione di oggetti di cancelleria;25;27;107,17;56,19
2009;32;ALTRE INDUSTRIE MANIFATTURIERE;32999;Fabbricazione di altri articoli nca;75;76;427,85;147,65
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33110;Riparazione e manutenzione di prodotti in metallo;53;53;175,49;142,88
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33121;Riparazione e manutenzione di macchine di impiego generale;20;20;58,58;58,58
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33122;Riparazione e manutenzione di forni, fornaci e bruciatori;17;17;63,16;56,64
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33123;Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione, esclusi ascensori;25;26;929,67;211,18
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33124;Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione;23;23;257,34;228,78
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33125;Riparazione e manutenzione di altre macchine di impiego generale;137;140;627,24;420,56
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33127;Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;1;1;1;1
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33129;Riparazione e manutenzione di altre macchine per impieghi speciali (comprese le macchine utensili);51;51;192,99;118,93
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33130;Riparazione e manutenzione di apparecchiature elettroniche ed ottiche (escluse quelle per le telecomunicazioni ed i computer);159;159;2103,16;521,33
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33140;Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici);42;42;138,01;94,63
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33150;Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori);14;14;48,68;21,66
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33160;Riparazione e manutenzione di aeromobili e di veicoli spaziali;1;1;7;7
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33170;Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori);5;6;160,92;64,76
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33190;Riparazione di altre apparecchiature;10;10;10;10
2009;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33200;Installazione di macchine ed apparecchiature industriali;249;252;6440,58;1355,55
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35110;Produzione di energia elettrica;159;160;10929,86;1388,3
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35120;Trasmissione di energia elettrica;2;3;3520;107
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35130;Distribuzione di energia elettrica;5;15;20551;952,73
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35140;Commercio di energia elettrica;46;50;5006,16;812,95
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35210;Produzione di gas;3;3;97;36,37
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35220;Distribuzione di combustibili gassosi mediante condotte;15;17;5487,42;789,95
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35230;Commercio di gas distribuito mediante condotte;30;31;712,5;356,66
2009;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35300;Fornitura di vapore e aria condizionata;13;17;2639,34;373,67
2009;36;RACCOLTA, TRATTAMENTO E FORNITURA DI ACQUA;36000;Raccolta, trattamento e fornitura di acqua;12;13;726,67;663,19
2009;37;GESTIONE DELLE RETI FOGNARIE;37000;Raccolta e depurazione delle acque di scarico;26;28;499,57;131,13
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38110;Raccolta di rifiuti solidi non pericolosi;35;37;910,43;270,63
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38120;Raccolta di rifiuti pericolosi solidi e non solidi;9;9;72,41;44,91
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38210;"Trattamento e smaltimento di rifiuti non pericolosi; produzione di compost";31;43;3334,83;3297,88
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38220;Trattamento e smaltimento di rifiuti pericolosi;10;10;144,33;95,46
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38311;Demolizione di carcasse;7;7;17,83;17,83
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38321;Recupero e preparazione per il riciclaggio di cascami e rottami metallici;22;22;223,08;68,98
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38322;Recupero e preparazione per il riciclaggio di materiale plastico per produzione di materie prime plastiche, resine sintetiche;11;11;117,17;74,41
2009;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38323;Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse;29;29;427,24;164,71
2009;39;ATTIVITÀ DI RISANAMENTO E ALTRI SERVIZI DI GESTIONE DEI RIFIUTI;39000;Attività di risanamento e altri servizi di gestione dei rifiuti;20;20;507,24;207,35
2009;41;COSTRUZIONE DI EDIFICI;41100;Sviluppo di progetti immobiliari senza costruzione;451;452;1128,46;968,74
2009;41;COSTRUZIONE DI EDIFICI;41200;Costruzione di edifici residenziali e non residenziali;2933;3030;24941,19;13401,78
2009;42;INGEGNERIA CIVILE;42110;Costruzione di strade, autostrade e piste aeroportuali;71;78;1887,6;689,98
2009;42;INGEGNERIA CIVILE;42120;Costruzione di linee ferroviarie e metropolitane;6;6;457,33;279,45
2009;42;INGEGNERIA CIVILE;42130;Costruzione di ponti e gallerie;4;4;626,5;78,74
2009;42;INGEGNERIA CIVILE;42210;Costruzione di opere di pubblica utilità per il trasporto di fluidi;8;10;564,09;398,32
2009;42;INGEGNERIA CIVILE;42220;Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni;7;8;5962,92;876,98
2009;42;INGEGNERIA CIVILE;42910;Costruzione di opere idrauliche;7;7;131,51;69,21
2009;42;INGEGNERIA CIVILE;42990;Costruzione di altre opere di ingegneria civile nca;60;60;332,2;249,31
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43110;Demolizione;27;30;275,42;128,22
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43120;Preparazione del cantiere edile e sistemazione del terreno;42;51;447,67;326,17
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43130;Trivellazioni e perforazioni;14;16;137,66;115,04
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43210;Installazione di impianti elettrici ed elettronici (compresa manutenzione e riparazione);1288;1309;7406,6;4532,42
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43220;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (compresa manutenzione e riparazione);1081;1103;7231,58;3941,57
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43290;Altri lavori di costruzione e installazione;403;408;4718,12;2425,32
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43310;Intonacatura e stuccatura;194;194;558,7;488,72
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43320;Posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili;293;293;743,52;648,59
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43330;Rivestimento di pavimenti e di muri;400;406;1036,06;869,02
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43340;Tinteggiatura e posa in opera di vetri;661;663;991,27;965,18
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43390;Altri lavori di completamento e di finitura degli edifici;3025;3059;9691,26;8589,99
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43910;Realizzazione di coperture;66;70;383,83;253,36
2009;43;LAVORI DI COSTRUZIONE SPECIALIZZATI;43990;Altri lavori specializzati di costruzione nca;182;187;2169,75;1436,44
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45110;Commercio di autovetture e di autoveicoli leggeri;442;503;5868,84;3555,66
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45190;Commercio di altri autoveicoli;13;13;120;87,64
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45201;Riparazioni meccaniche di autoveicoli;647;659;1673,87;1494,24
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45202;Riparazione di carrozzerie di autoveicoli;314;326;1913,49;1400,16
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45203;Riparazione di impianti elettrici e di alimentazione per autoveicoli;131;131;245,08;237,38
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45204;Riparazione e sostituzione di pneumatici per autoveicoli;38;40;98,15;87,05
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45209;Autolavaggio e altre attività di manutenzione;64;66;171,52;160,14
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45310;Commercio all'ingrosso di parti e accessori di autoveicoli;217;227;2034,14;1428,36
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45320;Commercio al dettaglio di parti e accessori di autoveicoli;100;100;706,57;341,81
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45401;Commercio all'ingrosso e al dettaglio di motocicli e ciclomotori;110;133;492,35;394,95
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45402;Commercio all'ingrosso e al dettaglio di parti e accessori per motocicli e ciclomotori;44;44;187,17;145,95
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45403;Manutenzione e riparazione di motocicli e ciclomotori compresi i pneumatici;20;20;45,74;45,74
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46110;"Intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati; pelli grezze";82;85;165,08;144,2
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46120;Intermediari del commercio di combustibili, minerali, metalli e prodotti chimici;511;517;1143,26;1011,18
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46130;Intermediari del commercio di legname e materiali da costruzione;319;320;510,66;477,77
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46140;Intermediari del commercio di macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio e computer;535;539;1005,63;905,96
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46150;Intermediari del commercio di mobili, articoli per la casa e ferramenta;410;415;649,09;609,51
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46160;Intermediari del commercio di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle;930;950;1894,31;1630,28
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46170;Intermediari del commercio di prodotti alimentari, bevande e tabacco;554;555;983,98;905,83
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46181;Intermediari del commercio di prodotti di carta, cancelleria, libri;476;479;713,76;691,52
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46182;Intermediari del commercio di prodotti di elettronica;367;370;923,23;795,45
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46183;Intermediari del commercio di prodotti farmaceutici e di cosmetici;550;553;769,51;728,77
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46189;Intermediari del commercio di attrezzature sportive, biciclette e altri prodotti nca;511;512;691,32;664,29
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46190;Intermediari del commercio di vari prodotti senza prevalenza di alcuno;1856;1860;2709,05;2398,07
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46211;Commercio all'ingrosso di cereali e legumi secchi;14;14;721,92;159,08
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46212;Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleosi, patate da semina, tabacco grezzo;18;18;338,01;109,28
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46220;Commercio all'ingrosso di fiori e piante;58;61;235,58;198,07
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46230;Commercio all'ingrosso di animali vivi;15;15;33,25;25,76
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46241;Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria);25;26;132,24;107,13
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46242;Commercio all'ingrosso di pelli gregge e lavorate per pellicceria;15;15;161,59;145,7
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46311;Commercio all'ingrosso di frutta e ortaggi freschi;228;234;2345,54;1352,6
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46312;Commercio all'ingrosso di frutta e ortaggi conservati;13;13;64,5;35,84
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46321;Commercio all'ingrosso di carne fresca, congelata e surgelata;51;55;706,33;174,14
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46322;Commercio all'ingrosso di prodotti di salumeria;5;5;14,25;8,92
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46331;Commercio all'ingrosso di prodotti lattiero-caseari e di uova;49;51;1971,26;545,85
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46332;Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale;12;12;18;15,28
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46341;Commercio all'ingrosso di bevande alcoliche;84;87;407,33;206,68
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46342;Commercio all'ingrosso di bevande non alcoliche;18;20;82,5;44,18
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46350;Commercio all'ingrosso di prodotti del tabacco;4;4;342,5;9,58
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46360;Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno;46;46;208,75;118,29
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46370;Commercio all'ingrosso di caffè, tè, cacao e spezie;23;23;104,41;67,48
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46381;Commercio all'ingrosso di prodotti della pesca freschi;31;33;325,44;173,55
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46382;Commercio all'ingrosso di prodotti della pesca congelati, surgelati, conservati, secchi;27;29;462,76;153,77
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46383;Commercio all'ingrosso di pasti e piatti pronti;2;2;5;5
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46389;Commercio all'ingrosso di altri prodotti alimentari;125;126;1362,82;813,93
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46391;Commercio all'ingrosso non specializzato di prodotti surgelati;7;7;23,25;14,58
