Regione;Provincia;Comune;Indirizzo;Categoria Patrimoniale;Codice bene;Codice compendio;Descrizione;Superficie Fondiaria area (MQ)
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. TANA DEL LUPO SNC";PATRIMONIO INDISPONIBILE;AR0309;ARB0482;"TERRENI";581270
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. CILIEGIOLO SNC";PATRIMONIO INDISPONIBILE;AR0317;ARB0483;"TERRENI";1058560
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. PRATO ALLA CASA SNC";PATRIMONIO INDISPONIBILE;AR0319;ARB0484;"TERRENI";708504
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. BANDITE SNC";PATRIMONIO INDISPONIBILE;AR0310;ARB0485;"TERRENI";296140
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. SILBELLO SNC";PATRIMONIO INDISPONIBILE;AR0311;ARB0486;"TERRENI";237290
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. SAMBUCO SNC";PATRIMONIO INDISPONIBILE;AR0312;ARB0487;"TERRENI";721970
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. FERRAIOLO SNC";PATRIMONIO INDISPONIBILE;AR0313;ARB0488;"TERRENI";549719
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. LA GIUNTANA SNC";PATRIMONIO INDISPONIBILE;AR0314;ARB0490;"TERRENI";1041350
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. VAL DI STAORI SNC";PATRIMONIO INDISPONIBILE;AR0320;ARB0491;"TERRENI";803700
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. MARZOLO SNC";PATRIMONIO INDISPONIBILE;AR0321;ARB0492;"TERRENI";1034010
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. PALAZZO DEI MONACI SNC";PATRIMONIO INDISPONIBILE;AR0322;ARB0493;"TERRENI";676000
TOSCANA;AREZZO;BADIA TEDALDA;"LOC.  LA GIUNTANA SNC";PATRIMONIO INDISPONIBILE;AR0315;ARB0494;"TERRENI";861970
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. IL FONDACCIO SNC";PATRIMONIO INDISPONIBILE;AR0316;ARB0495;"BENI EX ASFD - TERRENI UBICATI IN COMUNE DI BADIA TEDALDA - FOGLIO 96";883680
TOSCANA;AREZZO;BADIA TEDALDA;"LOC. IL CROCIFISSO SNC";PATRIMONIO INDISPONIBILE;AR0318;ARB0496;"BENI EX ASFD - TERRENI UBICATI IN COMUNE DI BADIA TEDALDA - FOGLIO 97";581390
TOSCANA;AREZZO;BIBBIENA;"LocalitÃ¸Âš Ponte Biforco -";PATRIMONIO DISPONIBILE;AR0552;ARB0657;"TERRENI CON ANNESSO RURALE LOC. PONTE BIFORCO";46440
TOSCANA;AREZZO;BUCINE;"VIA DEL BACIO SNC";PATRIMONIO DISPONIBILE;AR0062;ARB0432;"TERRENO F. 5 P. 224";400
TOSCANA;SIENA;BUONCONVENTO;"Strada Provinciale del Brunello -";DEMANIO STORICO ARTISTICO;SI0535;SID0064;"SOLI RESTI ARCHEOLOGICI AD UN INSEDIAMENTO DI ETA' ROMANA (MANSIO) CON IMPIANTO TERMALE E UNA NECROP";1
TOSCANA;AREZZO;CAPRESE MICHELANGELO;"LOC. POGGIO GARAVONE SNC";PATRIMONIO INDISPONIBILE;AR0323;ARB0497;"TERRENI FACENTI PARTE DELLA RISERVA NATURALE DI FORMOLE";15530
TOSCANA;AREZZO;CAPRESE MICHELANGELO;"snc";PATRIMONIO INDISPONIBILE;AR0331;ARB0498;"TERRENI FACENTI PARTE DELLA  RISERVA NATURALE DI FORMOLE";62700
TOSCANA;AREZZO;CAPRESE MICHELANGELO;"SNC";PATRIMONIO INDISPONIBILE;AR0332;ARB0499;"TERRENI FACENTI PARTE DELLA  RISERVA NATURALE DI FORMOLE";52480
TOSCANA;AREZZO;CAPRESE MICHELANGELO;"VIA STRATINO SNC";PATRIMONIO INDISPONIBILE;AR0333;ARB0500;"TERRENI FACENTI PARTE DELLA  RISERVA NATURALE DI FORMOLE";556240
TOSCANA;AREZZO;CAPRESE MICHELANGELO;"SNC";PATRIMONIO INDISPONIBILE;AR0334;ARB0501;"TERRENI FACENTI PARTE DELLA RISERVA NATURALE DI FORMOLE";464320
TOSCANA;AREZZO;CAPRESE MICHELANGELO;"SNC";PATRIMONIO INDISPONIBILE;AR0335;ARB0502;"TERRENI FACENTI PARTE DELLA RISERVA NATURALE STATALE POGGIO ROSSO";192570
TOSCANA;AREZZO;CAPRESE MICHELANGELO;"LOC. ARMENA - R.N. DI FORMOLE SNC";PATRIMONIO INDISPONIBILE;AR0439;ARB0551;"TERRENI FACENTI PARTE DELLA RISERVA NATURALE DI FORMOLE";402030
